,Gene,HGNC Gene ID,Disease,MONDO Disease ID,SOP,Classification,Report Reference URL,Report Date,Status,Definitive,Gene QID,Disease QID
519,PALB2,HGNC:26144,hereditary nonpolyposis colon cancer,MONDO_0018630,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/10073,2018-03-12T00:00:00,error,no,Q18046302,Q783644
520,PALB2,HGNC:26144,hereditary breast carcinoma,MONDO_0016419,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/3213,2016-12-01T00:00:00,error,yes,Q18046302,absent
521,PALB2,HGNC:26144,Fanconi anemia complementation group N,MONDO_0012565,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/3ebabbf1-1a43-4a57-b0b8-2b29bb57ade1--2019-08-18T16:03:12,2019-08-18T16:03:12.829Z,complete,yes,Q18046302,Q32147054
522,PAX3,HGNC:8617,Waardenburg syndrome,MONDO_0018094,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/594ef026-3730-43bc-b721-d15cf0bbbf26--2017-11-15T05:00:00,2017-11-15T05:00:00.000Z,error,yes,Q14916248,absent
523,PCDH15,HGNC:14674,Usher syndrome type 1,MONDO_0010168,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/5657,2017-02-15T00:00:00,error,yes,Q18045862,absent
524,PCDH15,HGNC:14674,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Limited,https://search.clinicalgenome.org/kb/gene-validity/48910592-40d6-4eb7-a53c-4b0883070287--2018-06-19T04:00:00,2018-06-19T04:00:00.000Z,error,no,Q18045862,Q9079046
525,PCDH19,HGNC:14270,epilepsy,MONDO_0005027,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/c00aad39-c6c4-4a46-af84-613592b166a3--2018-09-04T16:00:00,2018-09-04T16:00:00.000Z,complete,yes,Q18043114,Q41571
526,PDHA1,HGNC:8806,Leigh syndrome,MONDO_0009723,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/a579324c-3586-4636-9192-c2ea29391a4e--2019-04-08T16:12:03,2019-04-08T16:12:03.224Z,error,yes,Q18030427,absent
527,PDLIM3,HGNC:20767,hypertrophic cardiomyopathy,MONDO_0005045,SOP5,Limited,https://search.clinicalgenome.org/kb/gene-validity/76cba060-8080-42b1-b9ea-2193fea658b0--2018-08-06T13:21:24,2018-08-06T13:21:24.189Z,error,no,Q18038765,absent
528,PDZD7,HGNC:26257,autosomal recessive nonsyndromic deafness,MONDO_0019588,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/8406,2017-04-26T00:00:00,error,yes,Q18046491,absent
529,PET100,HGNC:40038,Leigh syndrome,MONDO_0009723,SOP6,Moderate,https://search.clinicalgenome.org/kb/gene-validity/33c546f5-a285-424b-9ae2-9ca4fc718c67--2019-05-20T19:13:47,2019-05-20T19:13:47.510Z,error,no,Q18063436,absent
530,PET117,HGNC:40045,Leigh syndrome,MONDO_0009723,SOP6,Limited,https://search.clinicalgenome.org/kb/gene-validity/69d9bbe0-ba3f-44f0-b340-d6d824cb969f--2019-05-20T19:18:05,2019-05-20T19:18:05.361Z,error,no,Q18065985,absent
531,PHF6,HGNC:18145,Borjeson-Forssman-Lehmann syndrome,MONDO_0010537,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/9555,2018-02-21T00:00:00,complete,yes,Q18047542,Q1019940
532,PHF8,HGNC:20672,syndromic X-linked intellectual disability Siderius type,MONDO_0010286,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/b9e94640-1950-4438-bcda-4859545d83d1--2018-11-07T17:00:00,2018-11-07T17:00:00.000Z,complete,yes,Q18036818,Q28065616
533,PHGDH,HGNC:8923,neurometabolic disorder due to serine deficiency,MONDO_0018162,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/f1b4e8da-d6e7-4494-abb0-f2953548a722--2019-05-24T17:08:05,2019-05-24T17:08:05.889Z,error,yes,Q18038174,absent
534,PIK3CA,HGNC:8975,hereditary breast carcinoma,MONDO_0016419,SOP4,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/8693,2017-02-08T00:00:00,error,no,Q14887700,absent
535,PIK3CA,HGNC:8975,familial ovarian cancer,MONDO_0016248,SOP4,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/8694,2017-02-08T00:00:00,error,no,Q14887700,Q172341
536,PIK3R1,HGNC:8979,SHORT syndrome,MONDO_0010026,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/194f9130-2529-4016-a689-47ec259f941c--2018-07-06T15:30:21,2018-07-06T15:30:21.050Z,complete,yes,Q20969988,Q7390227
537,PJVK,HGNC:29502,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/b3e304c3-33fd-41ec-81f9-1c0725a5549f--2017-12-19T05:00:00,2017-12-19T05:00:00.000Z,complete,yes,Q18058977,Q9079046
538,PKD1,HGNC:9008,polycystic kidney disease 1,MONDO_0008263,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/9617,2018-03-24T00:00:00,error,yes,Q14914567,absent
539,PKD1,HGNC:9008,autosomal dominant polycystic kidney disease,MONDO_0004691,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/09d61dec-314b-4c5f-af2e-f22fc5992c12--2019-05-22T16:00:00,2019-05-22T16:00:00.000Z,error,yes,Q14914567,absent
540,PKD2,HGNC:9009,autosomal dominant polycystic kidney disease,MONDO_0004691,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/ae0ae123-be04-4ba2-b685-594ca47a3467--2019-05-22T16:00:00,2019-05-22T16:00:00.000Z,error,yes,Q18030564,absent
541,PKP2,HGNC:9024,Brugada syndrome 1,MONDO_0011001,SOP4,Disputed,https://search.clinicalgenome.org/kb/gene-validity/10156,false,error,no,Q18030571,Q27677682
542,PKP2,HGNC:9024,arrhythmogenic right ventricular dysplasia 9,MONDO_0012180,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/8753,2017-03-08T00:00:00,complete,yes,Q18030571,Q27164443
543,PLG,HGNC:9071,hypoplasminogenemia,MONDO_0009009,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/2c9320e7-9f02-4b54-beba-0ca781a442eb--2019-10-23T16:00:00,2019-10-23T16:00:00.000Z,complete,yes,Q18030589,Q55781763
544,PLN,HGNC:9080,cardiomyopathy,MONDO_0004994,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/8772,2017-09-19T16:00:00,complete,yes,Q14873914,Q847583
545,PLP1,HGNC:9086,Pelizaeus-Merzbacher disease,MONDO_0010714,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/9598,2018-03-07T00:00:00,complete,yes,Q14912011,Q1876206
546,PMS1,HGNC:9121,Lynch syndrome,MONDO_0005835,SOP4,Refuted,https://search.clinicalgenome.org/kb/gene-validity/9853,2017-05-22T00:00:00,error,no,Q18030620,Q783644
547,PMS2,HGNC:9122,hereditary breast carcinoma,MONDO_0016419,SOP4,Disputed,https://search.clinicalgenome.org/kb/gene-validity/10085,2017-11-08T00:00:00,error,no,Q18030629,absent
548,PMS2,HGNC:9122,Lynch syndrome,MONDO_0005835,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/9851,2017-06-26T00:00:00,complete,yes,Q18030629,Q783644
549,PMS2,HGNC:9122,constitutional mismatch repair deficiency syndrome,MONDO_0010159,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/38bc9d1d-a436-4f21-9952-bd5e7790a797--2018-10-09T15:03:18,2018-10-09T15:03:18.285Z,complete,yes,Q18030629,Q736633
550,PNPT1,HGNC:23166,autosomal recessive nonsyndromic deafness,MONDO_0019588,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/8402,2017-02-23T00:00:00,error,no,Q18048083,absent
551,POLD1,HGNC:9175,Polymerase proofreading-related adenomatous polyposis,MONDO_0018653,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/8441,2017-04-10T00:00:00,complete,yes,Q18030642,Q56014183
552,POLE,HGNC:9177,Polymerase proofreading-related adenomatous polyposis,MONDO_0018653,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/8442,2017-12-11T00:00:00,complete,yes,Q18030644,Q56014183
553,POLH,HGNC:9181,xeroderma pigmentosum variant type,MONDO_0010214,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/bdb29404-0c05-4519-b6ee-8591368ad1ff--2018-11-02T21:58:46,2018-11-02T21:58:46.146Z,complete,yes,Q18030647,Q32143762
554,POU3F4,HGNC:9217,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/4ab4f4a3-757d-4de3-90e7-42a229c360a0--2018-01-05T17:00:00,2018-01-05T17:00:00.000Z,complete,yes,Q18030670,Q9079046
555,POU4F3,HGNC:9220,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/1476f1d9-7538-40bd-b602-b76781630cee--2017-11-21T17:00:00,2017-11-21T17:00:00.000Z,complete,yes,Q18030673,Q9079046
556,PPP1CB,HGNC:9282,cardiofaciocutaneous syndrome,MONDO_0015280,SOP5,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/250f2ed3-e70d-44dc-b0f3-250e89dbb2a5--2018-06-05T12:48:41,2018-06-05T12:48:41.081Z,error,no,Q18030702,absent
557,PPP1CB,HGNC:9282,Noonan syndrome,MONDO_0018997,SOP5,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/700135f5-7df3-40bc-b78e-15aeac6b7d67--2018-07-24T15:03:04,2018-07-24T15:03:04.619Z,error,no,Q18030702,absent
558,PPP1CB,HGNC:9282,Costello syndrome,MONDO_0009026,SOP5,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/0cc1f932-4e3e-4bdd-9e39-ad48fe360b85--2018-06-05T12:53:31,2018-06-05T12:53:31.291Z,error,no,Q18030702,Q1136492
559,PPP1CB,HGNC:9282,Noonan syndrome-like disorder with loose anagen hair,MONDO_0011899,SOP5,Strong,https://search.clinicalgenome.org/kb/gene-validity/16bcb316-090f-420d-9c89-b7642d3dc725--2018-07-25T14:45:15,2018-07-25T14:45:15.306Z,error,no,Q18030702,Q55783530
560,PPP1CB,HGNC:9282,Noonan syndrome with multiple lentigines,MONDO_0007893,SOP5,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/98c228a3-3796-4336-b842-90758ce922e9--2018-06-05T13:06:07,2018-06-05T13:06:07.761Z,error,no,Q18030702,absent
561,PQBP1,HGNC:9330,Renpenning syndrome,MONDO_0010653,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/8128f36b-f273-49ee-bfd8-bee64b4df921--2018-11-09T17:00:00,2018-11-09T17:00:00.000Z,complete,yes,Q18035013,Q7313459
562,PRKAG2,HGNC:9386,hypertrophic cardiomyopathy,MONDO_0005045,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/10051,2017-01-30T00:00:00,error,yes,Q18040277,absent
563,PRKAR1A,HGNC:9388,"Carney complex, type 1",MONDO_0008057,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/fc16b2a9-c8dc-4a04-a029-2f6af049404d--2018-12-21T15:40:44,2018-12-21T15:40:44.801Z,complete,yes,Q18030765,Q1044007
564,PRKG1,HGNC:9414,familial thoracic aortic aneurysm and aortic dissection,MONDO_0019625,SOP4,Strong,https://search.clinicalgenome.org/kb/gene-validity/8259,2016-12-22T00:00:00,error,no,Q18030785,absent
565,PRODH2,HGNC:17325,hydroxyprolinemia (disease),MONDO_0009374,SOP6,Limited,https://search.clinicalgenome.org/kb/gene-validity/d9101c67-2635-4595-b9a8-8e749bba58d1--2019-09-13T17:30:00,2019-09-13T17:30:00.499Z,error,no,Q18044993,Q55781950
566,PRPS1,HGNC:9462,phosphoribosylpyrophosphate synthetase superactivity,MONDO_0010395,SOP6,Limited,https://search.clinicalgenome.org/kb/gene-validity/76dc3f8d-e1c9-4506-9381-d2b5ab3df300--2018-07-09T04:00:00,2018-07-09T04:00:00.000Z,error,no,Q18030814,Q55782468
567,PRPS1,HGNC:9462,PRPS1 deficiency disorder,MONDO_0100061,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/9416f6e2-8de3-48b0-9a1c-9bd11a59315c--2018-07-09T04:00:00,2018-07-09T04:00:00.000Z,error,yes,Q18030814,absent
568,PSAT1,HGNC:19129,neurometabolic disorder due to serine deficiency,MONDO_0018162,SOP6,Moderate,https://search.clinicalgenome.org/kb/gene-validity/ca702099-7dc9-4434-b661-a6f9b8c72d5c--2019-05-24T16:00:00,2019-05-24T16:00:00.000Z,error,no,Q18039740,absent
569,PSD3,HGNC:19093,antecubital pterygium syndrome,MONDO_0008339,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/4845,2016-11-24T00:00:00,error,no,Q18037123,Q29982055
570,PSPH,HGNC:9577,neurometabolic disorder due to serine deficiency,MONDO_0018162,SOP6,Limited,https://search.clinicalgenome.org/kb/gene-validity/fa832956-c4e9-4620-a2e7-3d6d6e9eea8c--2019-04-26T19:26:34,2019-04-26T19:26:34.387Z,error,no,Q18030892,absent
571,PTCD3,HGNC:24717,Leigh syndrome,MONDO_0009723,SOP6,Limited,https://search.clinicalgenome.org/kb/gene-validity/ac3d1e08-56f0-43b6-a2fa-0d06571ba121--2019-06-20T16:44:19,2019-06-20T16:44:19.242Z,error,no,Q18041497,absent
572,PTCH1,HGNC:9585,nevoid basal cell carcinoma syndrome,MONDO_0007187,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/2a3f55f5-e39b-4571-a41f-e46ddb8e298d--2018-06-04T19:56:07,2018-06-04T19:56:07.312Z,error,yes,Q18030895,absent
573,PTCH2,HGNC:9586,nevoid basal cell carcinoma syndrome,MONDO_0007187,SOP6,Limited,https://search.clinicalgenome.org/kb/gene-validity/d189ca00-ba80-49af-9b2e-8523c8d29a44--2018-10-12T21:39:08,2018-10-12T21:39:08.660Z,error,no,Q18033179,absent
574,PTCHD1,HGNC:26392,non-syndromic X-linked intellectual disability,MONDO_0019181,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/05d36fe2-0026-4bbc-af4b-6d952490969b--2018-09-19T13:13:40,2018-09-19T13:13:40.824Z,error,yes,Q18050771,absent
575,PTEN,HGNC:9588,PTEN hamartoma tumor syndrome,MONDO_0017623,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/9990,2017-10-09T00:00:00,complete,yes,Q14878377,Q3508737
576,PTPN11,HGNC:9644,Noonan syndrome-like disorder with loose anagen hair,MONDO_0011899,SOP5,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/d627da3a-a509-40d4-b014-113b8074ede2--2018-05-31T15:44:05,2018-05-31T15:44:05.251Z,error,no,Q14905494,Q55783530
577,PTPN11,HGNC:9644,Noonan syndrome with multiple lentigines,MONDO_0007893,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/e6c41f3b-c2d1-4d66-a1a3-a5beaa304578--2018-07-25T13:20:41,2018-07-25T13:20:41.010Z,error,yes,Q14905494,absent
578,PTPN11,HGNC:9644,Noonan syndrome,MONDO_0018997,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/2bb08565-4669-4633-b6ed-c04e2a431cf9--2018-07-24T14:10:57,2018-07-24T14:10:57.685Z,error,yes,Q14905494,absent
579,PTPN11,HGNC:9644,cardiofaciocutaneous syndrome,MONDO_0015280,SOP5,Disputed,https://search.clinicalgenome.org/kb/gene-validity/a1a2133e-4ce8-45b7-87da-1c52990d3890--2018-05-30T19:54:58,2018-05-30T19:54:58.786Z,error,no,Q14905494,absent
580,PTPN11,HGNC:9644,Costello syndrome,MONDO_0009026,SOP5,Disputed,https://search.clinicalgenome.org/kb/gene-validity/72fca24b-243b-49de-9ceb-ae76e12f60a8--2018-07-24T18:31:49,2018-07-24T18:31:49.471Z,error,no,Q14905494,Q1136492
581,PTPRJ,HGNC:9673,hereditary nonpolyposis colon cancer,MONDO_0018630,SOP6,Limited,https://search.clinicalgenome.org/kb/gene-validity/051bd795-fea1-4d6d-8947-348b7f0be80a--2018-10-12T21:07:42,2018-10-12T21:07:42.630Z,error,no,Q18030945,Q783644
582,PTPRQ,HGNC:9679,autosomal recessive nonsyndromic deafness,MONDO_0019588,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/8404,2017-02-23T00:00:00,error,yes,Q18056086,absent
583,PTS,HGNC:9689,BH4-deficient hyperphenylalaninemia A,MONDO_0009863,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/f3f9b683-bd6b-4566-9341-ddd7195b5108--2017-12-22T17:00:00,2017-12-22T17:00:00.000Z,error,yes,Q7121042,absent
584,PURA,HGNC:9701,complex neurodevelopmental disorder,MONDO_0100038,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/6819633c-e488-4856-8dec-3981cd14db9b--2018-12-18T17:00:00,2018-12-18T17:00:00.000Z,error,yes,Q18030961,absent
585,PYROXD1,HGNC:26162,myofibrillar myopathy 8,MONDO_0014993,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/44f4197c-2004-4d10-81dc-e61190eba909--2019-11-05T13:47:31,2019-11-05T13:47:31.947Z,complete,yes,Q18046461,Q55010195
586,RAB28,HGNC:9768,cone-rod dystrophy 18,MONDO_0014153,SOP5,Limited,https://search.clinicalgenome.org/kb/gene-validity/33846a4f-dc92-4e03-b390-472458a6a958--2018-07-06T14:13:06,2018-07-06T14:13:06.494Z,error,no,Q18034033,Q32146202
587,RAB39B,HGNC:16499,early-onset parkinsonism-intellectual disability syndrome,MONDO_0010709,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/01dc73a8-fbd2-4081-95cd-ab7cb59236d7--2018-06-04T12:13:39,2018-06-04T12:13:39.240Z,complete,yes,Q18049230,Q55782601
588,RAD50,HGNC:9816,familial ovarian cancer,MONDO_0016248,SOP4,Disputed,https://search.clinicalgenome.org/kb/gene-validity/8696,2016-10-26T00:00:00,error,no,Q18035037,Q172341
589,RAD50,HGNC:9816,hereditary breast carcinoma,MONDO_0016419,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/8695,2016-12-14T00:00:00,error,no,Q18035037,absent
590,RAD51C,HGNC:9820,Fanconi anemia complementation group O,MONDO_0013248,SOP4,Moderate,https://search.clinicalgenome.org/kb/gene-validity/3202,2017-01-05T00:00:00,error,no,Q18031015,Q32147082
591,RAD51C,HGNC:9820,familial ovarian cancer,MONDO_0016248,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/8699,2017-04-12T00:00:00,complete,yes,Q18031015,Q172341
592,RAD51C,HGNC:9820,hereditary breast carcinoma,MONDO_0016419,SOP4,Disputed,https://search.clinicalgenome.org/kb/gene-validity/8697,2017-05-10T00:00:00,error,no,Q18031015,absent
593,RAD51D,HGNC:9823,hereditary breast carcinoma,MONDO_0016419,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/3215,2017-11-08T00:00:00,error,no,Q18031019,absent
594,RAD51D,HGNC:9823,familial ovarian cancer,MONDO_0016248,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/9957,2017-10-11T00:00:00,complete,yes,Q18031019,Q172341
595,RAF1,HGNC:9829,cardiofaciocutaneous syndrome,MONDO_0015280,SOP5,Disputed,https://search.clinicalgenome.org/kb/gene-validity/b1e7c802-14d7-435c-b396-637b728a3ae2--2018-05-31T17:38:20,2018-05-31T17:38:20.067Z,error,no,Q14903573,absent
596,RAF1,HGNC:9829,Noonan syndrome with multiple lentigines,MONDO_0007893,SOP5,Limited,https://search.clinicalgenome.org/kb/gene-validity/cda0bf05-836b-40bb-99f5-e1dbfd0f6741--2018-07-25T13:24:27,2018-07-25T13:24:27.924Z,error,no,Q14903573,absent
597,RAF1,HGNC:9829,Noonan syndrome,MONDO_0018997,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/85645d27-2056-4ad3-9593-8d7739aa4121--2018-07-24T14:16:20,2018-07-24T14:16:20.040Z,error,yes,Q14903573,absent
598,RAF1,HGNC:9829,Costello syndrome,MONDO_0009026,SOP5,Disputed,https://search.clinicalgenome.org/kb/gene-validity/67081421-a4a3-4b62-88e0-4a78d19859ba--2018-07-24T18:29:52,2018-07-24T18:29:52.668Z,error,no,Q14903573,Q1136492
599,RAF1,HGNC:9829,Noonan syndrome-like disorder with loose anagen hair,MONDO_0011899,SOP5,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/1c240a17-6f9a-4140-b2a4-aaadae017496--2018-05-31T19:17:16,2018-05-31T19:17:16.784Z,error,no,Q14903573,Q55783530
600,RAI1,HGNC:9834,Smith-Magenis syndrome,MONDO_0008434,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/1e576e58-debf-49c6-a86d-c599806180ff--2018-09-27T13:00:55,2018-09-27T13:00:55.105Z,complete,yes,Q18035659,Q2295338
601,RANGRF,HGNC:17679,Brugada syndrome,MONDO_0015263,SOP4,Disputed,https://search.clinicalgenome.org/kb/gene-validity/10157,false,error,no,Q18039599,absent
602,RASA1,HGNC:9871,Noonan syndrome,MONDO_0018997,SOP5,Disputed,https://search.clinicalgenome.org/kb/gene-validity/a957c2df-eeec-4bdf-b423-6f1667f66abd--2018-06-07T14:55:00,2018-06-07T14:55:00.877Z,error,no,Q18031047,absent
603,RASA1,HGNC:9871,cardiofaciocutaneous syndrome,MONDO_0015280,SOP5,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/227c3ac3-cb82-4358-933c-6cc98144b6c7--2018-06-07T14:57:59,2018-06-07T14:57:59.394Z,error,no,Q18031047,absent
604,RASA1,HGNC:9871,Noonan syndrome with multiple lentigines,MONDO_0007893,SOP5,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/3920008f-6ba2-4f28-91db-5216df20e35d--2018-06-07T16:51:28,2018-06-07T16:51:28.908Z,error,no,Q18031047,absent
605,RASA1,HGNC:9871,Costello syndrome,MONDO_0009026,SOP5,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/0a9689ca-a0fb-4656-bddc-c723aebdbcfe--2018-06-07T16:33:39,2018-06-07T16:33:39.567Z,error,no,Q18031047,Q1136492
606,RASA1,HGNC:9871,Noonan syndrome-like disorder with loose anagen hair,MONDO_0011899,SOP5,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/cc06f00a-8f78-4f7a-b91a-cbfdc38927bf--2018-06-07T17:01:42,2018-06-07T17:01:42.579Z,error,no,Q18031047,Q55783530
607,RASA2,HGNC:9872,Noonan syndrome with multiple lentigines,MONDO_0007893,SOP5,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/872331b5-e5b1-46f3-8334-99a0dbda4819--2018-06-07T13:53:21,2018-06-07T13:53:21.524Z,error,no,Q18031048,absent
608,RASA2,HGNC:9872,Costello syndrome,MONDO_0009026,SOP5,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/501ec952-1fe6-4f87-97e6-5b37257650d6--2018-06-07T13:50:59,2018-06-07T13:50:59.932Z,error,no,Q18031048,Q1136492
609,RASA2,HGNC:9872,cardiofaciocutaneous syndrome,MONDO_0015280,SOP5,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/94bfc5fd-c540-408a-89df-7524e2e4f841--2018-06-07T13:47:31,2018-06-07T13:47:31.066Z,error,no,Q18031048,absent
610,RASA2,HGNC:9872,Noonan syndrome,MONDO_0018997,SOP5,Limited,https://search.clinicalgenome.org/kb/gene-validity/9635e391-79b6-4054-824e-1c607a02cd07--2018-07-24T15:24:27,2018-07-24T15:24:27.413Z,error,no,Q18031048,absent
611,RASA2,HGNC:9872,Noonan syndrome-like disorder with loose anagen hair,MONDO_0011899,SOP5,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/620eeac9-be70-4d38-864d-09423ce9ef83--2018-06-07T13:55:33,2018-06-07T13:55:33.963Z,error,no,Q18031048,Q55783530
612,RASGRP2,HGNC:9879,platelet-type bleeding disorder 18,MONDO_0014386,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/f4401e99-145a-4b93-aa73-6854b8037895--2019-09-27T13:53:00,2019-09-27T13:53:00.165Z,complete,yes,Q18035148,Q32146531
