	raw_drug_name	source_name	drug_UMLS_CUI	drug_ChEBI_ID	drug_cas#	predicate_raw	predicate_aggregate	predicate_string	indication_raw_string	umls_phen_cui	umls_phen_PT	drug_cas_wdid	drug_chebi_wdid	drug_cui_wdid	phen_cui_wdid
16621	Nafcillin	NDFRT	C0027324	7447.0	147-52-4	may_treat			Osteomyelitis	C0029443	Osteomyelitis	Q1638852	Q1638852	Q1638852	Q938983
16624	Nafcillin	NDFRT	C0027324	7447.0	147-52-4	may_treat			Septicemia	C0036690	Septicemia	Q1638852	Q1638852	Q1638852	Q183134
16626	Nafcillin	NDFRT	C0027324	7447.0	147-52-4	may_treat			Staphylococcal Infections	C0038160	Staphylococcal Infections	Q1638852	Q1638852	Q1638852	Q34879
16627	Nafcillin	NDFRT	C0027324	7447.0	147-52-4	may_treat			Urinary Tract Infections	C0042029	Urinary Tract Infection	Q1638852	Q1638852	Q1638852	Q55779861
16628	Nafcillin	NDFRT	C0027324	7447.0	147-52-4	may_treat			Wound Infection	C0043241	Wound Infection	Q1638852	Q1638852	Q1638852	Q2112335
16645	naftifine	NDFRT	C0068367	7451.0	65472-88-0	may_treat			Tinea Pedis	C0040259	Tinea Pedis	Q413586	Q413586	Q413586	Q5609817
16655	Nalbuphine	NDFRT	C0027348	7454.0	20594-83-6	may_treat			Pain, Postoperative	C0030201	Pain, Postoperative	Q277979	Q277979	Q277979	Q2913956
16665	nalmefene	NDFRT	C0068377	7457.0	55096-26-9	may_treat			Overdose	C0029944	Drug Overdose	Q4353252	Q4353252	Q4353252	Q3505252
16704	Naproxen	NDFRT	C0027396	7476.0	22204-53-1	may_treat			Bursitis	C0006444	Bursitis	Q1215575	Q1215575	Q1215575	Q645363
16705	Naproxen	NDFRT	C0027396	7476.0	22204-53-1	may_treat			Dysmenorrhea	C0013390	Dysmenorrhea	Q1215575	Q1215575	Q1215575	Q816422
16706	Naproxen	NDFRT	C0027396	7476.0	22204-53-1	may_treat			Fever	C0015967	Fever	Q1215575	Q1215575	Q1215575	Q38933
16708	Naproxen	NDFRT	C0027396	7476.0	22204-53-1	may_treat			Inflammation	C0021368	Inflammation	Q1215575	Q1215575	Q1215575	Q101991
16711	Naproxen	NDFRT	C0027396	7476.0	22204-53-1	may_treat			Spondylitis, Ankylosing	C0038013	Ankylosing Spondylitis	Q1215575	Q1215575	Q1215575	Q52849
16789	Nedocromil	NDFRT	C0068483	7492.0	69049-73-6	may_treat			Conjunctivitis, Allergic	C0009766	Allergic Conjunctivitis	Q416706	Q416706	Q416706	Q471521
16790	Nedocromil	NDFRT	C0068483	7492.0	69049-73-6	may_treat			Pruritus	C0033774	Pruritus	Q416706	Q416706	Q416706	Q199602
16796	nefazodone	NDFRT	C0068485	7494.0	83366-66-9	may_treat			Depressive Disorder	C0011581	Depressive Disorder	Q416632	Q416632	Q416632	Q66793701
16839	Neostigmine	NDFRT	C0027679	7514.0	59-99-4	may_prevent&treat			Bladder Diseases	C0005686	Urinary Bladder Diseases	Q410546	Q410546	Q410546	Q6066379
16840	Neostigmine	NDFRT	C0027679	7514.0	59-99-4	may_treat			Myasthenia Gravis	C0026896	Myasthenia Gravis	Q410546	Q410546	Q410546	Q8285
16841	Neostigmine	NDFRT	C0027679	7514.0	59-99-4	may_prevent&treat			Urinary Retention	C0080274	Urinary Retention	Q410546	Q410546	Q410546	Q1366695
16881	Niacin	NDFRT	C0027996	15940.0	59-67-6	may_treat			Pellagra	C0030783	Pellagra	Q134658	Q134658	Q134658	Q221441
16885	Niacinamide	NDFRT	C0028027	17154.0	98-92-0	may_prevent&treat			Pellagra	C0030783	Pellagra	Q192423	Q192423	Q192423	Q221441
16901	Nicardipine	NDFRT	C0028005	7550.0	55985-32-5	may_treat			Hypertension	C0020538	Hypertensive Disease	Q729213	Q729213	Q729213	Q41861
16936	Nifedipine	NDFRT	C0028066	7565.0	21829-25-4	may_treat			Hypertension	C0020538	Hypertensive Disease	Q39111	Q39111	Q39111	Q41861
16971	nilutamide	NDFRT	C0068771	7573.0	63612-50-0	may_treat			Carcinoma	C0007097	Carcinoma	Q3877030	Q3877030	Q3877030	Q33525
16991	Nimodipine	NDFRT	C0028094	7575.0	66085-59-4	may_treat			Subarachnoid Hemorrhage	C0038525	Subarachnoid Hemorrhage	Q421429	Q421429	Q421429	Q693442
17038	nitisinone	NDFRT	C0173083	50378.0	104206-65-7	may_treat			Tyrosinemias	C0268483	Tyrosinemias	Q3877355	Q3877355	Q3877355	Q1122668
17089	Nitroglycerin	NDFRT	C0017887	28787.0	55-63-0	may_prevent&treat			Angina Pectoris	C0002962	Angina Pectoris	Q162867	Q162867	Q162867	Q180762
17090	Nitroglycerin	NDFRT	C0017887	28787.0	55-63-0	may_treat			Eclampsia	C0013537	Eclampsia	Q162867	Q162867	Q162867	Q552348
17094	Nitroglycerin	NDFRT	C0017887	28787.0	55-63-0	may_treat			Hypertension, Pulmonary	C0020542	Pulmonary Hypertension	Q162867	Q162867	Q162867	Q1128595
17096	Nitroglycerin	NDFRT	C0017887	28787.0	55-63-0	may_treat			Myocardial Infarction	C0027051	Myocardial Infarction	Q162867	Q162867	Q162867	Q12152
17209	Norethindrone	NDFRT	C0028356	7627.0	68-22-4	may_treat			Endometriosis	C0014175	Endometriosis	Q421352	Q421352	Q421352	Q205764
17210	Norethindrone	NDFRT	C0028356	7627.0	68-22-4	may_treat			Hypogonadism	C0020619	Hypogonadism	Q421352	Q421352	Q421352	Q938107
17211	Norethindrone	NDFRT	C0028356	7627.0	68-22-4	may_treat			Menorrhagia	C0025323	Menorrhagia	Q421352	Q421352	Q421352	Q1494682
17222	Norethynodrel	NDFRT	C0028360	34895.0	68-23-5	may_treat			Amenorrhea	C0002453	Amenorrhea	Q5659069	Q5659069	Q5659069	Q334655
17234	Norfloxacin	NDFRT	C0028365	100246.0	70458-96-7	may_treat			Conjunctivitis, Bacterial	C0009768	Bacterial Conjunctivitis	Q417897	Q417897	Q417897	Q18558195
17235	Norfloxacin	NDFRT	C0028365	100246.0	70458-96-7	may_treat			Cystitis	C0010692	Cystitis	Q417897	Q417897	Q417897	Q246084
17236	Norfloxacin	NDFRT	C0028365	100246.0	70458-96-7	may_treat			Escherichia coli Infections	C0014836	Escherichia Coli Infections	Q417897	Q417897	Q417897	Q18975220
17237	Norfloxacin	NDFRT	C0028365	100246.0	70458-96-7	may_treat			Gonorrhea	C0018081	Gonorrhea	Q417897	Q417897	Q417897	Q101896
17239	Norfloxacin	NDFRT	C0028365	100246.0	70458-96-7	may_treat			Prostatitis	C0033581	Prostatitis	Q417897	Q417897	Q417897	Q372752
17241	Norfloxacin	NDFRT	C0028365	100246.0	70458-96-7	may_treat			Staphylococcal Infections	C0038160	Staphylococcal Infections	Q417897	Q417897	Q417897	Q34879
17242	Norfloxacin	NDFRT	C0028365	100246.0	70458-96-7	may_treat			Urinary Tract Infections	C0042029	Urinary Tract Infection	Q417897	Q417897	Q417897	Q55779861
17253	NORGESTIMATE	NDFRT	C0068992	50815.0	35189-28-7	may_treat			Amenorrhea	C0002453	Amenorrhea	Q7051181	Q7051181	Q7051181	Q334655
17292	Nortriptyline	NDFRT	C0028420	7640.0	72-69-5	may_treat			Anxiety Disorders	C0003469	Anxiety Disorders	Q61387	Q61387	Q61387	Q544006
17294	Nortriptyline	NDFRT	C0028420	7640.0	72-69-5	may_treat			Depressive Disorder	C0011581	Depressive Disorder	Q61387	Q61387	Q61387	Q66793701
17295	Nortriptyline	NDFRT	C0028420	7640.0	72-69-5	may_treat			Enuresis	C0014394	Enuresis	Q61387	Q61387	Q61387	Q3448862
17296	Nortriptyline	NDFRT	C0028420	7640.0	72-69-5	may_treat			Pain	C0030193	Pain	Q61387	Q61387	Q61387	Q81938
17373	Ofloxacin	NDFRT	C0028902	7731.0	82419-36-1	may_treat			Chlamydia Infections	C0008149	Chlamydia Infections	Q411447	Q411447	Q411447	Q153356
17374	Ofloxacin	NDFRT	C0028902	7731.0	82419-36-1	may_treat			Conjunctivitis, Bacterial	C0009768	Bacterial Conjunctivitis	Q411447	Q411447	Q411447	Q18558195
17375	Ofloxacin	NDFRT	C0028902	7731.0	82419-36-1	may_treat			Corneal Ulcer	C0010043	Corneal Ulcer	Q411447	Q411447	Q411447	Q1628473
17376	Ofloxacin	NDFRT	C0028902	7731.0	82419-36-1	may_treat			Cystitis	C0010692	Cystitis	Q411447	Q411447	Q411447	Q246084
17377	Ofloxacin	NDFRT	C0028902	7731.0	82419-36-1	may_treat			Epididymitis	C0014534	Epididymitis	Q411447	Q411447	Q411447	Q1344812
17378	Ofloxacin	NDFRT	C0028902	7731.0	82419-36-1	may_treat			Escherichia coli Infections	C0014836	Escherichia Coli Infections	Q411447	Q411447	Q411447	Q18975220
17379	Ofloxacin	NDFRT	C0028902	7731.0	82419-36-1	may_treat			Gonorrhea	C0018081	Gonorrhea	Q411447	Q411447	Q411447	Q101896
17385	Ofloxacin	NDFRT	C0028902	7731.0	82419-36-1	may_treat			Prostatitis	C0033581	Prostatitis	Q411447	Q411447	Q411447	Q372752
17390	Ofloxacin	NDFRT	C0028902	7731.0	82419-36-1	may_treat			Staphylococcal Infections	C0038160	Staphylococcal Infections	Q411447	Q411447	Q411447	Q34879
17391	Ofloxacin	NDFRT	C0028902	7731.0	82419-36-1	may_treat			Tuberculosis, Pulmonary	C0041327	Tuberculosis, Pulmonary	Q411447	Q411447	Q411447	Q18555243
17392	Ofloxacin	NDFRT	C0028902	7731.0	82419-36-1	may_treat			Urinary Tract Infections	C0042029	Urinary Tract Infection	Q411447	Q411447	Q411447	Q55779861
17407	olanzapine	NDFRT	C0171023	7735.0	132539-06-1	may_treat			Bipolar Disorder	C0005586	Bipolar Disorder	Q201872	Q201872	Q201872	Q131755
17408	olanzapine	NDFRT	C0171023	7735.0	132539-06-1	may_treat			Psychotic Disorders	C0033975	Psychotic Disorders	Q201872	Q201872	Q201872	Q170082
17409	olanzapine	NDFRT	C0171023	7735.0	132539-06-1	may_treat			Schizophrenia	C0036341	Schizophrenia	Q201872	Q201872	Q201872	Q41112
17427	olmesartan	NDFRT	C1098320	48416.0	144689-24-7	may_treat			Diabetic Nephropathies	C0011881	Diabetic Nephropathy	Q421156	Q421156	Q421156	Q1129105
17429	olmesartan	NDFRT	C1098320	48416.0	144689-24-7	may_treat			Hypertension	C0020538	Hypertensive Disease	Q421156	Q421156	Q421156	Q41861
17552	Orphenadrine	NDFRT	C0029309	7789.0	83-98-7	may_treat			Muscle Cramp	C0026821	Muscle Cramp	Q3292273	Q3292273	Q3292273	Q2006818
17553	Orphenadrine	NDFRT	C0029309	7789.0	83-98-7	may_treat			Muscle Rigidity	C0026837	Muscle Rigidity	Q3292273	Q3292273	Q3292273	Q21504918
17554	Orphenadrine	NDFRT	C0029309	7789.0	83-98-7	may_treat			Myositis	C0027121	Myositis	Q3292273	Q3292273	Q3292273	Q1433212
17555	Orphenadrine	NDFRT	C0029309	7789.0	83-98-7	may_treat			Pain	C0030193	Pain	Q3292273	Q3292273	Q3292273	Q81938
17556	Orphenadrine	NDFRT	C0029309	7789.0	83-98-7	may_treat			Spasm	C0037763	Spasm	Q3292273	Q3292273	Q3292273	Q574360
17557	Orphenadrine	NDFRT	C0029309	7789.0	83-98-7	may_treat			Tetanus	C0039614	Tetanus	Q3292273	Q3292273	Q3292273	Q47790
17599	Oxacillin	NDFRT	C0029983	7809.0	66-79-5	may_treat			Cellulitis	C0007642	Cellulitis	Q418725	Q418725	Q418725	Q876887
17602	Oxacillin	NDFRT	C0029983	7809.0	66-79-5	may_treat			Meningitis, Bacterial	C0085437	Meningitis, Bacterial	Q418725	Q418725	Q418725	Q3678510
17603	Oxacillin	NDFRT	C0029983	7809.0	66-79-5	may_treat			Osteomyelitis	C0029443	Osteomyelitis	Q418725	Q418725	Q418725	Q938983
17606	Oxacillin	NDFRT	C0029983	7809.0	66-79-5	may_treat			Septicemia	C0036690	Septicemia	Q418725	Q418725	Q418725	Q183134
17607	Oxacillin	NDFRT	C0029983	7809.0	66-79-5	may_treat			Staphylococcal Infections	C0038160	Staphylococcal Infections	Q418725	Q418725	Q418725	Q34879
17608	Oxacillin	NDFRT	C0029983	7809.0	66-79-5	may_treat			Urinary Tract Infections	C0042029	Urinary Tract Infection	Q418725	Q418725	Q418725	Q55779861
17609	Oxacillin	NDFRT	C0029983	7809.0	66-79-5	may_treat			Wound Infection	C0043241	Wound Infection	Q418725	Q418725	Q418725	Q2112335
17651	Oxazepam	NDFRT	C0029997	7823.0	604-75-1	may_treat			Anxiety Disorders	C0003469	Anxiety Disorders	Q412299	Q412299	Q412299	Q544006
17652	Oxazepam	NDFRT	C0029997	7823.0	604-75-1	may_treat			Epilepsies, Partial	C0014547	Epilepsies, Partial	Q412299	Q412299	Q412299	Q7140388
17662	oxcarbazepine	NDFRT	C0069751	7824.0	28721-07-5	may_treat			Epilepsies, Partial	C0014547	Epilepsies, Partial	Q176301	Q176301	Q176301	Q7140388
17683	oxiconazole	NDFRT	C0069765	7825.0	64211-45-6	may_treat			Tinea Pedis	C0040259	Tinea Pedis	Q3359058	Q3359058	Q3359058	Q5609817
17716	oxybenzone	NDFRT	C0069803	34283.0	131-57-7	may_treat			Photosensitivity Disorders	C0031762	Photosensitivity Disorders	Q518114	Q518114	Q518114	Q608085
17726	OXYBUTYNIN	NDFRT	C0069805	7856.0	5633-20-5	may_treat			Urinary Incontinence	C0042024	Urinary Incontinence	Q1060922	Q1060922	Q1060922	Q281490
17736	Oxycodone	NDFRT	C0030049	7852.0	76-42-6	may_treat			Pain, Postoperative	C0030201	Pain, Postoperative	Q407535	Q407535	Q407535	Q2913956
17761	Oxymetazoline	NDFRT	C0030071	7862.0	1491-59-4	may_treat			Conjunctivitis	C0009763	Conjunctivitis	Q417813	Q417813	Q417813	Q167844
17762	Oxymetazoline	NDFRT	C0030071	7862.0	1491-59-4	may_treat			Rhinitis	C0035455	Rhinitis	Q417813	Q417813	Q417813	Q114085
17773	Oxymorphone	NDFRT	C0030073	7865.0	76-41-5	may_treat			Pain	C0030193	Pain	Q423380	Q423380	Q423380	Q81938
17798	Oxytocin	NDFRT	C0030095	7872.0	50-56-6	may_treat			Postpartum Hemorrhage	C0032797	Postpartum Hemorrhage	Q169960	Q169960	Q169960	Q2916482
17817	Paclitaxel	NDFRT	C0144576	45863.0	33069-62-4	may_treat			Lung Neoplasms	C0024121	Lung Neoplasms	Q423762	Q423762	Q423762	Q18556020
17860	PANTHENOL	NDFRT	C1321598	27373.0	16485-10-2	may_treat			Vitamin B Deficiency	C0042850	Vitamin B Deficiency	Q196473	Q196473	Q196473	Q19001111
17864	pantoprazole	NDFRT	C0081876	7915.0	102625-70-7	may_treat			Esophagitis	C0014868	Esophagitis	Q286846	Q286846	Q286846	Q298230
17865	pantoprazole	NDFRT	C0081876	7915.0	102625-70-7	may_treat			Gastroesophageal Reflux	C0017168	Gastroesophageal Reflux Disease	Q286846	Q286846	Q286846	Q223591
17867	pantoprazole	NDFRT	C0081876	7915.0	102625-70-7	may_treat			Zollinger-Ellison Syndrome	C0043515	Zollinger-Ellison Syndrome	Q286846	Q286846	Q286846	Q218712
17870	Papaverine	NDFRT	C0030350	28241.0	58-74-2	may_treat			Angina Pectoris	C0002962	Angina Pectoris	Q410374	Q410374	Q410374	Q180762
17871	Papaverine	NDFRT	C0030350	28241.0	58-74-2	may_treat			Arrhythmia	C0003811	Cardiac Arrhythmia	Q410374	Q410374	Q410374	Q189331
17872	Papaverine	NDFRT	C0030350	28241.0	58-74-2	may_treat			Arterial Occlusive Diseases	C0003838	Arterial Occlusive Diseases	Q410374	Q410374	Q410374	Q26695607
17873	Papaverine	NDFRT	C0030350	28241.0	58-74-2	may_treat			Brain Ischemia	C0007786	Brain Ischemia	Q410374	Q410374	Q410374	Q4862390
17875	Papaverine	NDFRT	C0030350	28241.0	58-74-2	may_treat			Impotence	C0242350	Erectile Dysfunction	Q410374	Q410374	Q410374	Q184674
17877	Papaverine	NDFRT	C0030350	28241.0	58-74-2	may_treat			Pulmonary Embolism	C0034065	Pulmonary Embolism	Q410374	Q410374	Q410374	Q220570
17878	Papaverine	NDFRT	C0030350	28241.0	58-74-2	may_treat			Raynaud Disease	C0034734	Raynaud Disease	Q410374	Q410374	Q410374	Q1053824
17879	Papaverine	NDFRT	C0030350	28241.0	58-74-2	may_treat			Thromboembolism	C0040038	Thromboembolism	Q410374	Q410374	Q410374	Q55286710
17892	Paraldehyde	NDFRT	C0030438	27909.0	123-63-7	may_treat			Seizures	C0036572	Seizures	Q424342	Q424342	Q424342	Q852376
17922	paricalcitol	NDFRT	C0249582	7931.0	131918-61-1	may_treat			Hyperparathyroidism	C0020502	Hyperparathyroidism	Q155746	Q155746	Q155746	Q1344835
17931	Paromomycin	NDFRT	C0030576	7934.0	7542-37-2	may_treat			Amebiasis	C0002438	Amebiasis	Q415625	Q415625	Q415625	Q949694
17932	Paromomycin	NDFRT	C0030576	7934.0	7542-37-2	may_treat			Cryptosporidiosis	C0010418	Cryptosporidiosis	Q415625	Q415625	Q415625	Q1359898
17939	Paroxetine	NDFRT	C0070122	7936.0	61869-08-7	may_treat			Depressive Disorder	C0011581	Depressive Disorder	Q408471	Q408471	Q408471	Q66793701
17940	Paroxetine	NDFRT	C0070122	7936.0	61869-08-7	may_treat			Eating Disorders	C0013473	Eating Disorders	Q408471	Q408471	Q408471	Q373822
17941	Paroxetine	NDFRT	C0070122	7936.0	61869-08-7	may_treat			Obsessive-Compulsive Disorder	C0028768	Obsessive-Compulsive Disorder	Q408471	Q408471	Q408471	Q178190
17942	Paroxetine	NDFRT	C0070122	7936.0	61869-08-7	may_treat			Panic Disorder	C0030319	Panic Disorder	Q408471	Q408471	Q408471	Q741713
18014	Pemoline	NDFRT	C0030800	7953.0	2152-34-3	may_treat			Narcolepsy	C0027404	Narcolepsy	Q419008	Q419008	Q419008	Q189561
18022	Penbutolol	NDFRT	C0030812	7954.0	38363-40-5	may_treat			Angina Pectoris	C0002962	Angina Pectoris	Q944244	Q944244	Q944244	Q180762
18023	Penbutolol	NDFRT	C0030812	7954.0	38363-40-5	may_treat			Hypertension	C0020538	Hypertensive Disease	Q944244	Q944244	Q944244	Q41861
18024	Penbutolol	NDFRT	C0030812	7954.0	38363-40-5	may_treat			Myocardial Infarction	C0027051	Myocardial Infarction	Q944244	Q944244	Q944244	Q12152
18069	Pentamidine	NDFRT	C0030863	45081.0	100-33-4	may_treat			Leishmaniasis, Visceral	C0023290	Leishmaniasis, Visceral	Q416206	Q416206	Q416206	Q2046113
18071	Pentamidine	NDFRT	C0030863	45081.0	100-33-4	may_treat			Trypanosomiasis	C0041227	Trypanosomiasis	Q416206	Q416206	Q416206	Q2443552
18084	Pentobarbital	NDFRT	C0030883	7983.0	76-74-4	may_treat			Status Epilepticus	C0038220	Status Epilepticus	Q409632	Q409632	Q409632	Q980709
18095	Pentoxifylline	NDFRT	C0030899	7986.0	6493-05-6	may_treat			Brain Ischemia	C0007786	Brain Ischemia	Q416331	Q416331	Q416331	Q4862390
18097	Pentoxifylline	NDFRT	C0030899	7986.0	6493-05-6	may_treat			Diabetic Angiopathies	C0011875	Diabetic Angiopathies	Q416331	Q416331	Q416331	Q489997
18098	Pentoxifylline	NDFRT	C0030899	7986.0	6493-05-6	may_treat			Diabetic Neuropathies	C0011882	Diabetic Neuropathies	Q416331	Q416331	Q416331	Q2046550
18099	Pentoxifylline	NDFRT	C0030899	7986.0	6493-05-6	may_treat			Gangrene	C0017086	Gangrene	Q416331	Q416331	Q416331	Q168805
18100	Pentoxifylline	NDFRT	C0030899	7986.0	6493-05-6	may_treat			Impotence, Vasculogenic	C0243000	Impotence, Vasculogenic	Q416331	Q416331	Q416331	Q18556468
18101	Pentoxifylline	NDFRT	C0030899	7986.0	6493-05-6	may_treat			Intermittent Claudication	C0021775	Intermittent Claudication	Q416331	Q416331	Q416331	Q1097957
18102	Pentoxifylline	NDFRT	C0030899	7986.0	6493-05-6	may_treat			Malaria, Cerebral	C0024534	Malaria, Cerebral	Q416331	Q416331	Q416331	Q2822915
18103	Pentoxifylline	NDFRT	C0030899	7986.0	6493-05-6	may_treat			Thrombosis	C0040053	Thrombosis	Q416331	Q416331	Q416331	Q261327
18104	Pentoxifylline	NDFRT	C0030899	7986.0	6493-05-6	may_treat			Vasculitis	C0042384	Vasculitis	Q416331	Q416331	Q416331	Q644318
18141	Pergolide	NDFRT	C0031007	63617.0	66104-22-1	may_treat			Parkinson Disease	C0030567	Parkinson Disease	Q415752	Q415752	Q415752	Q11085
18153	Perindopril	NDFRT	C0136123	8024.0	82834-16-0	may_prevent&treat			Diabetic Nephropathies	C0011881	Diabetic Nephropathy	Q277785	Q277785	Q277785	Q1129105
18155	Perindopril	NDFRT	C0136123	8024.0	82834-16-0	may_treat			Hypertension	C0020538	Hypertensive Disease	Q277785	Q277785	Q277785	Q41861
18162	Permethrin	NDFRT	C0070455	34911.0	52645-53-1	may_prevent&treat			Lice Infestations	C0030756	Lice Infestations	Q411635	Q411635	Q411635	Q1343674
18163	Permethrin	NDFRT	C0070455	34911.0	52645-53-1	may_treat			Scabies	C0036262	Scabies	Q411635	Q411635	Q411635	Q167178
18176	Perphenazine	NDFRT	C0031184	8028.0	58-39-9	may_treat			Huntington Disease	C0020179	Huntington Disease	Q423520	Q423520	Q423520	Q190564
18177	Perphenazine	NDFRT	C0031184	8028.0	58-39-9	may_treat			Nausea	C0027497	Nausea	Q423520	Q423520	Q423520	Q186889
18178	Perphenazine	NDFRT	C0031184	8028.0	58-39-9	may_treat			Psychotic Disorders	C0033975	Psychotic Disorders	Q423520	Q423520	Q423520	Q170082
18179	Perphenazine	NDFRT	C0031184	8028.0	58-39-9	may_treat			Reye Syndrome	C0035400	Reye Syndrome	Q423520	Q423520	Q423520	Q826103
18180	Perphenazine	NDFRT	C0031184	8028.0	58-39-9	may_treat			Schizophrenia	C0036341	Schizophrenia	Q423520	Q423520	Q423520	Q41112
18181	Perphenazine	NDFRT	C0031184	8028.0	58-39-9	may_treat			Substance Withdrawal Syndrome	C0038587	Substance Withdrawal Syndrome	Q423520	Q423520	Q423520	Q4420149
18182	Perphenazine	NDFRT	C0031184	8028.0	58-39-9	may_treat			Torticollis	C0040485	Torticollis	Q423520	Q423520	Q423520	Q3993706
18184	Perphenazine	NDFRT	C0031184	8028.0	58-39-9	may_treat			Vomiting	C0042963	Vomiting	Q423520	Q423520	Q423520	Q127076
18192	phenacemide	NDFRT	C0070525	8049.0	63-98-9	may_treat			Epilepsy, Complex Partial	C0085417	Epilepsy, Complex Partial	Q3742404	Q3742404	Q3742404	Q2895302
18194	Phenacetin	NDFRT	C0031364	8050.0	62-44-2	may_treat			Fever	C0015967	Fever	Q419175	Q419175	Q419175	Q38933
18195	Phenacetin	NDFRT	C0031364	8050.0	62-44-2	may_treat			Pain	C0030193	Pain	Q419175	Q419175	Q419175	Q81938
18214	Phenelzine	NDFRT	C0031392	8060.0	51-71-8	may_treat			Depressive Disorder	C0011581	Depressive Disorder	Q1747559	Q1747559	Q1747559	Q66793701
18226	phenindamine	NDFRT	C0070563	8065.0	82-88-2	may_treat			Rhinitis, Allergic, Perennial	C0035457	Rhinitis, Allergic, Perennial	Q6583284	Q6583284	Q6583284	Q55136018
18245	Phenmetrazine	NDFRT	C0031411	8067.0	134-49-6	may_treat			Obesity	C0028754	Obesity	Q3329406	Q3329406	Q3329406	Q12174
18255	Phenobarbital	NDFRT	C0031412	8069.0	50-06-6	may_treat			Epilepsies, Partial	C0014547	Epilepsies, Partial	Q407241	Q407241	Q407241	Q7140388
18266	PHENOL	NDFRT	C0070570	15882.0	108-95-2	may_treat			Pain	C0030193	Pain	Q130336	Q130336	Q130336	Q81938
18280	Phenoxybenzamine	NDFRT	C0031441	8077.0	59-96-1	may_treat			Urinary Incontinence	C0042024	Urinary Incontinence	Q419824	Q419824	Q419824	Q281490
18300	Phentermine	NDFRT	C0031447	8080.0	122-09-8	may_treat			Obesity	C0028754	Obesity	Q418157	Q418157	Q418157	Q12174
18339	Phenylephrine	NDFRT	C0031469	8093.0	59-42-7	may_treat			Glaucoma, Open-Angle	C0017612	Glaucoma, Open-Angle	Q421910	Q421910	Q421910	Q3108586
18340	Phenylephrine	NDFRT	C0031469	8093.0	59-42-7	may_treat			Hemorrhoids	C0019112	Hemorrhoids	Q421910	Q421910	Q421910	Q41478
18341	Phenylephrine	NDFRT	C0031469	8093.0	59-42-7	may_treat			Hypotension	C0020649	Hypotension	Q421910	Q421910	Q421910	Q275419
18343	Phenylephrine	NDFRT	C0031469	8093.0	59-42-7	may_treat			Rhinitis, Vasomotor	C0035460	Rhinitis, Vasomotor	Q421910	Q421910	Q421910	Q2403156
18368	Phenytoin	NDFRT	C0031507	8107.0	57-41-0	may_treat			Epidermolysis Bullosa	C0014527	Epidermolysis Bullosa	Q410400	Q410400	Q410400	Q923020
18370	Phenytoin	NDFRT	C0031507	8107.0	57-41-0	may_treat			Epilepsy, Temporal Lobe	C0014556	Epilepsy, Temporal Lobe	Q410400	Q410400	Q410400	Q616667
18425	Physostigmine	NDFRT	C0031849	27953.0	57-47-6	may_treat			Glaucoma	C0017601	Glaucoma	Q410595	Q410595	Q410595	Q159701
18474	Pimozide	NDFRT	C0031935	8212.0	2062-78-4	may_treat			Huntington Disease	C0020179	Huntington Disease	Q144085	Q144085	Q144085	Q190564
18475	Pimozide	NDFRT	C0031935	8212.0	2062-78-4	may_treat			Psychotic Disorders	C0033975	Psychotic Disorders	Q144085	Q144085	Q144085	Q170082
