,application_number,brand_name,generic_name,is_original_packager,manufacturer_name,nui,original_packager_product_ndc,package_ndc,pharm_class_cs,pharm_class_epc,pharm_class_moa,pharm_class_pe,product_ndc,product_type,route,rxcui,rxcui_brandname,rxcui_ingredient,spl_id,spl_set_id,substance_name,unii,upc
3376,NDA021018,HUMALOG MIX50/50 ,INSULIN LISPRO,[True],ELI LILLY AND COMPANY,"['N0000175453', 'N0000004931']",[],"['0002-7512-99', '0002-7512-01', '0002-8798-59', '0002-8798-01', '0002-8798-99']",['Insulin [Chemical/Ingredient]'],['Insulin Analog [EPC]'],[],[],"['0002-8798', '0002-7512']",HUMAN PRESCRIPTION DRUG,['SUBCUTANEOUS'],"['260265', '731281', '847213', '847211']",261542,816726,CB0A27A8-3369-4092-8CF4-195C79BD7968,B34CD3FF-D0AF-4852-B4EF-2A8B4A93AEAE,['INSULIN LISPRO'],['GFX7QIS1II'],[]
5319,NDA021017,HUMALOG MIX75/25,INSULIN LISPRO,[],"PHYSICIANS TOTAL CARE, INC.","['N0000175453', 'N0000004931']",['0002-7511'],['54868-4381-0'],['Insulin [Chemical/Ingredient]'],['Insulin Analog [EPC]'],[],[],['54868-4381'],HUMAN PRESCRIPTION DRUG,['SUBCUTANEOUS'],"['259111', '752388']",261542,816726,D1DF2BF7-621C-4B96-B2FB-1634FE9053E9,FBC1FF07-701E-4B7F-93A3-F4309E238E5A,['INSULIN LISPRO'],['GFX7QIS1II'],[]
6449,NDA021017,HUMALOG MIX75/25 ,INSULIN LISPRO,[True],ELI LILLY AND COMPANY,"['N0000175453', 'N0000004931']",[],"['0002-7511-99', '0002-8797-01', '0002-8797-59', '0002-7511-01', '0002-8797-61', '0002-8797-99']",['Insulin [Chemical/Ingredient]'],['Insulin Analog [EPC]'],[],[],"['0002-8797', '0002-7511']",HUMAN PRESCRIPTION DRUG,['SUBCUTANEOUS'],"['847252', '259111', '752388', '847254']",261542,816726,DDB5903E-0EB4-4147-8A1B-AFDAE83F155F,C73DA51A-1899-45AD-B6CF-9C52C36A25DD,['INSULIN LISPRO'],['GFX7QIS1II'],['0300027511016']
3269,NDA018780,HUMULIN R U-500 ,INSULIN HUMAN,[True],ELI LILLY AND COMPANY,"['N0000004931', 'N0000175944']",[],"['0002-8824-59', '0002-8501-01', '0002-8824-27']",['Insulin [Chemical/Ingredient]'],['Insulin [EPC]'],[],[],"['0002-8824', '0002-8501']",HUMAN PRESCRIPTION DRUG,['SUBCUTANEOUS'],"['249220', '1731317', '1731315', '351859']",92881,253182,26586365-93DE-45C0-AE23-AB9430D0AAA3,B60E8DD0-1D48-4DC9-87FD-E14675255E8C,['INSULIN HUMAN'],['1Y17CTI5SR'],['0300028824276']
1803,NDA020671,HYCAMTIN,TOPOTECAN HYDROCHLORIDE,[True],NOVARTIS PHARMACEUTICALS CORPORATION,[],[],['0078-0674-61'],[],[],[],[],['0078-0674'],HUMAN PRESCRIPTION DRUG,['INTRAVENOUS'],"['1799416', '637550']",203472,57308,112D98DE-93FA-47D9-BE0E-86E26671B812,EEEE060C-A9EC-423E-A374-8484009F8524,['TOPOTECAN HYDROCHLORIDE'],['956S425ZCY'],[]
5184,ANDA040482,HYCET,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,[True],"G&W LABORATORIES, INC.",[],[],['0713-0703-89'],[],[],[],[],['0713-0703'],HUMAN PRESCRIPTION DRUG,['ORAL'],"['856940', '856942']",542941,214182,3BB57616-CE87-5A68-17D7-8DC7F2963A1F,47DF0152-B0A7-D03A-01E5-B9E22C3533C8,"['HYDROCODONE BITARTRATE', 'ACETAMINOPHEN']","['362O9ITL9D', 'NO70W886KK']",[]
5173,NDA022279,HYCOFENIX,"HYDROCODONE BITARTRATE, PSEUDOEPHEDRINE HYDROCHLORIDE, GUAIFENESIN",[True],MISSION PHARMACAL COMPANY,[],[],['0178-3291-16'],[],[],[],[],['0178-3291'],HUMAN PRESCRIPTION DRUG,['ORAL'],"['1651558', '1651564']",1651559,214604,43234C34-6971-2099-7618-B7BC536E9E9F,1CFA7C8F-0309-3591-E054-00144FF8D46C,"['HYDROCODONE BITARTRATE', 'PSEUDOEPHEDRINE HYDROCHLORIDE', 'GUAIFENESIN']","['6V9V2RYJ8N', 'NO70W886KK', '495W7451VQ']",[]
6342,NDA016295,HYDREA,HYDROXYUREA,[True],"E.R. SQUIBB & SONS, L.L.C.","['N0000006999', 'N0000180853']",[],['0003-0830-50'],['Urea [Chemical/Ingredient]'],['Antimetabolite [EPC]'],[],[],['0003-0830'],HUMAN PRESCRIPTION DRUG,['ORAL'],"['197797', '105602']",151871,5552,5F9834D9-C6D3-4F3D-AAB6-C86752C696E2,050BD2A2-A125-721A-E366-255C5466F018,['HYDROXYUREA'],['X6Q56QN5QC'],[]
6588,ANDA040400,HYDROCODONE BIT/APAP,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,[],MEDSOURCE PHARMACEUTICALS,[],['0406-0367'],"['45865-411-51', '45865-411-52', '45865-411-57', '45865-411-40', '45865-411-15', '45865-411-12', '45865-411-59', '45865-411-20', '45865-411-30', '45865-411-06', '45865-411-49', '45865-411-60']",[],[],[],[],['45865-411'],HUMAN PRESCRIPTION DRUG,['ORAL'],['856999'],540447,214182,1E13CBB2-936A-4919-E054-00144FF8D46C,53B3ED76-DB40-4AA8-8C55-21991D557B42,"['HYDROCODONE BITARTRATE', 'ACETAMINOPHEN']","['362O9ITL9D', 'NO70W886KK']",[]
452,ANDA040846,HYDROCODONE BITARTATE AND ACETAMINOPHEN,"HYDROCODONE BITARTRATE, ACETAMINOPHEN",[],BRYANT RANCH PREPACK,[],['76218-1828'],"['63629-5428-5', '63629-5428-4', '63629-5428-7', '63629-5428-6', '63629-5428-1', '63629-5428-3', '63629-5428-2']",[],[],[],[],['63629-5428'],HUMAN PRESCRIPTION DRUG,['ORAL'],['857391'],1542976,214182,C25D8E7A-71F2-4238-A281-501FE2878BE4,06CD8CE6-8416-4747-B563-D88814539E12,"['HYDROCODONE BITARTRATE', 'ACETAMINOPHEN']","['362O9ITL9D', 'NO70W886KK']",[]
1399,ANDA040748,HYDROCODONE BITARTRATE AND ACETAMINOPHEN TABLETS,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,[],REDPHARM DRUG INC.,[],['53746-112'],"['67296-0492-3', '67296-0492-2', '67296-0492-1']",[],[],[],[],['67296-0492'],HUMAN PRESCRIPTION DRUG,['ORAL'],['857118'],144254,214182,0537F016-22D4-4F35-9A27-B41399C619C0,A400434E-0E3D-49E3-AE12-9FDA36380AFE,"['HYDROCODONE BITARTRATE', 'ACETAMINOPHEN']","['362O9ITL9D', 'NO70W886KK']",['0367296049237']
2170,ANDA205731,HYDROCODONE BITARTRATE AND HOMATROPINE METHYLBROMIDE,"HYDROCODONE BITARTRATE, HOMATROPINE METHYLBROMIDE",[True],"PADDOCK LABORATORIES, LLC",[],[],['0574-1105-16'],[],[],[],[],['0574-1105'],HUMAN PRESCRIPTION DRUG,['ORAL'],['992668'],151875,214614,4C732E54-76BA-4B28-BBDE-A45A02C760C6,9EF47991-7CAB-4840-9118-3A4C56616C1B,"['HYDROCODONE BITARTRATE', 'HOMATROPINE METHYLBROMIDE']","['68JRS2HC1C', 'NO70W886KK']",[]
2010,ANDA206660,HYDROCODONE BITARTRATE CHLORPHENIRAMINE MALEATE AND PSEUDOEPHEDRINE HYDROCHLORIDE,HYDROCODONE BITARTRATE CHLORPHENIRAMINE MALEATE AND PSEUDOEPHEDRINE HYDROCHLORIDE ORAL,[True],"BIO-PHARM, INC.",[],[],"['59741-267-16', '59741-267-17']",[],[],[],[],['59741-267'],HUMAN PRESCRIPTION DRUG,['ORAL'],['1112220'],1112221,466514,6133647B-EE80-4151-AEE1-955FE2AE1661,FFF53AAC-2191-464D-A83E-FD9E582E0298,"['HYDROCODONE BITARTRATE', 'PSEUDOEPHEDRINE HYDROCHLORIDE', 'CHLORPHENIRAMINE MALEATE']","['V1Q0O9OJ9Z', '6V9V2RYJ8N', 'NO70W886KK']",[]
5541,NDA022439,"HYDROCODONE BITARTRATE, CHLORPHENIRAMINE MALEATE, AND PSEUDOEPHEDRINE HCL","HYDROCODONE BITARTRATE, CHLORPHENIRAMINE MALEATE, PSEUDOEPHEDRINE HYDROCHLORIDE",[True],"CYPRESS PHARMACEUTICAL, INC.",[],[],['60258-876-16'],[],[],[],[],['60258-876'],HUMAN PRESCRIPTION DRUG,['ORAL'],['1112220'],1112221,466514,686D50E0-DAC7-4FB7-B1D9-37574873EAB0,31A81B1F-F936-4853-A331-E0A45C3466CB,"['HYDROCODONE BITARTRATE', 'PSEUDOEPHEDRINE HYDROCHLORIDE', 'CHLORPHENIRAMINE MALEATE']","['6V9V2RYJ8N', 'V1Q0O9OJ9Z', 'NO70W886KK']",['0360258876162']
4372,ANDA091632,HYDROCODONE POLISTIREX AND CHLORPHENIRAMINE POLISTIREX EXTENDED-RELEASE,HYDROCODONE POLISTIREX AND CHLORPHENIRAMINE POLISTIREX,[True],TRIS PHARMA INC,[],[],"['27808-086-02', '27808-086-01']",[],[],[],[],['27808-086'],HUMAN PRESCRIPTION DRUG,['ORAL'],['1087459'],544165,214392,CE1FFC06-5ED5-4EAF-B432-6CE6397D7505,25F400D9-1D6E-4D38-8F0D-98D471EBA73B,"['HYDROCODONE BITARTRATE', 'CHLORPHENIRAMINE MALEATE']","['V1Q0O9OJ9Z', 'NO70W886KK']",['0327808086013']
5573,NDA019111,HYDROCODONE POLISTIREX AND CHLORPHENIRAMINE POLISTIREX PENNKINETIC,HYDROCODONE POLISTIREX AND CHLORPHENIRAMINE POLISTIREX,[True],KREMERS URBAN PHARMACEUTICALS INC.,"['N0000000174', 'N0000175690', 'N0000175587', 'N0000000190']",[],['62175-490-64'],[],"['Histamine-1 Receptor Antagonist [EPC]', 'Opioid Agonist [EPC]']","['Histamine H1 Receptor Antagonists [MoA]', 'Opioid Agonists [MoA]']",[],['62175-490'],HUMAN PRESCRIPTION DRUG,['ORAL'],['1087459'],544165,214392,B1BBC13B-F00C-4337-A3DC-F08591620742,C6419C3A-86EF-470F-B108-BF49361C2B5E,"['CHLORPHENIRAMINE', 'HYDROCODONE']","['6YKS4Y3WQ7', '3U6IO1965U']",[]
6265,ANDA088017,HYDROMET,HYDROCODONE BITARTRATE AND HOMATROPINE METHYLBROMIDE,[True],"ACTAVIS PHARMA, INC.",[],[],['0472-1030-16'],[],[],[],[],['0472-1030'],HUMAN PRESCRIPTION DRUG,['ORAL'],"['992675', '992668']",151875,214614,585C10F4-05D7-4EB8-B29F-33D2EB090ED2,A324C912-A3EF-4296-B9A8-B0FEC687EB06,"['HYDROCODONE BITARTRATE', 'HOMATROPINE METHYLBROMIDE']","['68JRS2HC1C', 'NO70W886KK']",[]
1045,NDA021217,HYDROMORPHONE HYDROCHLORIDE EXTENDED-RELEASE,HYDROMORPHONE HYDROCHLORIDE,[],LAKE ERIE MEDICAL DBA QUALITY CARE PRODUCTS LLC,[],['0406-3316'],['55700-400-30'],[],[],[],[],['55700-400'],HUMAN PRESCRIPTION DRUG,['ORAL'],['902736'],902730,203177,F6B18F75-C977-404C-9C7D-8922CF6B0138,659EBDE1-A24B-4BBF-A026-2B3956918E5B,['HYDROMORPHONE HYDROCHLORIDE'],['L960UP2KRW'],[]
3063,ANDA040786,HYDROXYZINE,HYDROXYZINE HYDROCHLORIDE,[],"NCS HEALTHCARE OF KY, INC DBA VANGARD LABS",[],"['10702-011', '10702-010', '10702-012']","['0615-1526-39', '0615-1525-39', '0615-1527-39']",[],[],[],[],"['0615-1525', '0615-1526', '0615-1527']",HUMAN PRESCRIPTION DRUG,['ORAL'],"['995258', '995281', '995218']",197116,154987,B6D71446-C2BE-4930-8DCF-BB6690512C2A,367F5DAB-95C0-4025-B578-C40E79A7C4F6,['HYDROXYZINE HYDROCHLORIDE'],['76755771U3'],[]
388,ANDA040808,HYDROXYZINE HYDROCHLORIDE,HYDROXYZINE,[],"BLENHEIM PHARMACAL, INC.",[],"['67405-671', '67405-577']","['10544-226-90', '10544-227-90', '10544-226-30', '10544-227-30']",[],[],[],[],"['10544-226', '10544-227']",HUMAN PRESCRIPTION DRUG,['ORAL'],"['995258', '995281']",197116,154987,31A005D8-7B61-4CAC-BAC5-78B0C09D46CA,31A005D8-7B61-4CAC-BAC5-78B0C09D46CA,['HYDROXYZINE HYDROCHLORIDE'],['76755771U3'],[]
931,NDA021859,HYLENEX RECOMBINANT,HYALURONIDASE RECOMBINANT HUMAN,[True],BAXTER HEALTHCARE CORPORATION,"['N0000007895', 'N0000175531']",[],"['60977-319-44', '60977-319-02', '60977-319-03']",['Glycoside Hydrolases [Chemical/Ingredient]'],['Endoglycosidase [EPC]'],[],[],['60977-319'],HUMAN PRESCRIPTION DRUG,['SUBCUTANEOUS'],"['630936', '630939']",615870,1300478,07EB92E1-3C44-4567-BBEC-A24ED0B39C8A,95DB9785-298F-49BD-A914-A00A306A8BC2,['HYALURONIDASE RECOMBINANT HUMAN'],['743QUY4VD8'],[]
4661,ANDA076723,HYRDOMORPHONE HYDROCHLORIDE,HYDROMORPHONE HYDROCHLORIDE,[],PRECISION DOSE INC.,[],['51224-102'],['68094-852-61'],[],[],[],[],['68094-852'],HUMAN PRESCRIPTION DRUG,['ORAL'],['897710'],224913,203177,95493A67-C217-44C6-8346-102358E58C8F,D5BAFAEC-9A75-4995-BC1D-8A6AF18D1BCE,['HYDROMORPHONE HYDROCHLORIDE'],['L960UP2KRW'],[]
3004,NDA206627,HYSINGLA ER,HYDROCODONE BITARTRATE,[True],PURDUE PHARMA LP,[],[],"['59011-275-60', '59011-271-60', '59011-274-60', '59011-277-60', '59011-276-60', '59011-272-60', '59011-273-60']",[],[],[],[],"['59011-275', '59011-274', '59011-277', '59011-276', '59011-271', '59011-273', '59011-272']",HUMAN PRESCRIPTION DRUG,['ORAL'],"['1595748', '1595730', '1595758', '1595736', '1595740', '1595752', '1595742', '1595746', '1595754', '1595760', '1595766', '1595770', '1595764', '1595772']",1595731,142439,5AE3A057-7EB3-4166-8F76-3CF8D910CA9D,B7D23AC2-E776-9F62-3290-C64C2D6EB353,['HYDROCODONE BITARTRATE'],['NO70W886KK'],['0359011276608']
700,NDA020387,HYZAAR,LOSARTAN POTASSIUM AND HYDROCHLOROTHIAZIDE,[],"APHENA PHARMA SOLUTIONS - TENNESSEE, LLC","['N0000166469', 'N0000175419', 'N0000175359']",['0006-0717'],['43353-926-60'],['Thiazides [Chemical/Ingredient]'],['Thiazide Diuretic [EPC]'],[],['Increased Diuresis [PE]'],['43353-926'],HUMAN PRESCRIPTION DRUG,['ORAL'],"['979468', '979470']",217681,214619,377B3679-29E3-4A57-BAF1-9761EA57EEFC,B82D5BBC-2EAD-4060-A37D-7CFFB0D87423,"['LOSARTAN POTASSIUM', 'HYDROCHLOROTHIAZIDE']","['3ST302B24A', '0J48LPH2TH']",[]
1303,NDA207103,IBRANCE,PALBOCICLIB,[True],U.S. PHARMACEUTICALS,"['N0000190114', 'N0000175082', 'N0000175605']",[],['63539-189-11'],[],['Kinase Inhibitor [EPC]'],"['Kinase Inhibitors [MoA]', 'Cytochrome P450 3A Inhibitors [MoA]']",[],['63539-189'],HUMAN PRESCRIPTION DRUG,['ORAL'],"['1601388', '1601390']",1601381,1601374,F184BCF9-0B24-4A10-8844-7FEA0BC67D9A,86718885-DA44-4D3D-B3CA-06CBCEDCFFD8,['PALBOCICLIB'],['G9ZF61LE7G'],[]
193,ANDA075682,IBU,IBUPROFEN,[],"NUCARE PHARMACEUTICALS, INC.","['N0000000160', 'N0000175722', 'N0000175721']",['55111-682'],['66267-793-06'],['Nonsteroidal Anti-inflammatory Compounds [Chemical/Ingredient]'],['Nonsteroidal Anti-inflammatory Drug [EPC]'],['Cyclooxygenase Inhibitors [MoA]'],[],['66267-793'],HUMAN PRESCRIPTION DRUG,['ORAL'],"['197805', '206905']",217693,5640,46DC1BB6-D21A-4C86-E054-00144FF8D46C,46DC1BB6-D219-4C86-E054-00144FF8D46C,['IBUPROFEN'],['WK2XYI10QM'],[]
1502,ANDA078329,IBUPROFEN IMMEDIATE RELEASE,IBUPROFEN,[True],SHASUN PHARMACEUTICALS LIMITED,"['N0000000160', 'N0000175722', 'N0000175721']",[],"['57910-300-01', '57910-100-11', '57910-300-05', '57910-100-01', '57910-100-25', '57910-200-05', '57910-200-14', '57910-200-01', '57910-200-25', '57910-100-05', '57910-300-22', '57910-300-25']",['Nonsteroidal Anti-inflammatory Compounds [Chemical/Ingredient]'],['Nonsteroidal Anti-inflammatory Drug [EPC]'],['Cyclooxygenase Inhibitors [MoA]'],[],"['57910-100', '57910-200', '57910-300']",HUMAN PRESCRIPTION DRUG,['ORAL'],"['197805', '197807', '197806']",217693,5640,46FAF860-1949-4729-A4D7-3248E9012013,751887D9-71DA-4226-8AE1-D7CA59259CBE,['IBUPROFEN'],['WK2XYI10QM'],[]
2375,NDA203469,ICLUSIG,PONATINIB HYDROCHLORIDE,[True],MILLENIUM PHARMACEUTICALS INC.,[],[],"['63020-533-30', '63020-535-30', '63020-535-60', '63020-534-30']",[],[],[],[],"['63020-533', '63020-535', '63020-534']",HUMAN PRESCRIPTION DRUG,['ORAL'],"['1364352', '1364358', '1726639', '1364360', '1364362', '1726637']",1364353,1364347,D460141E-6EE4-43A0-80FB-F90684BFFA3F,16D804B6-4957-43EE-B18C-3B36EC37C5AC,['PONATINIB HYDROCHLORIDE'],['96R6PU3D8J'],[]
2638,NDA050734,IDAMYCIN PFS,IDARUBICIN HYDROCHLORIDE,[True],PHARMACIA AND UPJOHN COMPANY LLC,[],[],"['0013-2576-91', '0013-2596-91', '0013-2586-91']",[],[],[],[],"['0013-2596', '0013-2576', '0013-2586']",HUMAN PRESCRIPTION DRUG,['INTRAVENOUS'],"['1791500', '1791501', '1791498', '1791499', '1791495', '1791493']",224952,82124,D15F2F64-0955-42CB-9203-2CF11692011D,0A5A6D93-CC1E-4D7F-8DA1-446C134503B3,['IDARUBICIN HYDROCHLORIDE'],['5VV3MDU5IE'],[]
2247,NDA209606,IDHIFA,ENASIDENIB MESYLATE,[True],CELGENE CORPORATION,[],[],"['59572-710-30', '59572-705-30']",[],[],[],[],"['59572-705', '59572-710']",HUMAN PRESCRIPTION DRUG,['ORAL'],"['1940372', '1940370', '1940376', '1940374']",1940338,1940332,6CD3975B-7970-4C9A-A5E5-F0510BF0D770,A5B4CDF0-3FA8-4C6C-80F6-8D8A00E3A5B6,['ENASIDENIB MESYLATE'],['UF6PC17XAV'],['0359572710306']
4146,NDA019763,IFEX,IFOSFAMIDE,[True],BAXTER HEALTHCARE CORPORATION,"['N0000000236', 'N0000175558']",[],"['0338-3993-01', '0338-3991-01']",[],['Alkylating Drug [EPC]'],['Alkylating Activity [MoA]'],[],"['0338-3991', '0338-3993']",HUMAN PRESCRIPTION DRUG,['INTRAVENOUS'],"['1791588', '1791593', '1791591', '1791595']",217701,5657,F4F6608B-4038-4907-BD81-904372C38C10,B7241707-7538-4D1A-91E7-3A25A91E0B9A,['IFOSFAMIDE'],['UM20QQM95Y'],[]
5402,NDA201923,ILUVIEN,FLUOCINOLONE ACETONIDE,[True],"ALIMERA SCIENCES, INC.","['N0000175576', 'N0000175450']",[],['68611-190-02'],[],['Corticosteroid [EPC]'],['Corticosteroid Hormone Receptor Agonists [MoA]'],[],['68611-190'],HUMAN PRESCRIPTION DRUG,['INTRAVITREAL'],"['1552351', '1552356']",1552352,4461,F5666989-D3B3-4737-B277-34B0445CECFF,4400E471-7402-11DF-93F2-0800200C9A66,['FLUOCINOLONE ACETONIDE'],['0CD5FD6S2M'],[]
2453,ANDA204644,IMATINIB MESYLATE,IMATINIB,[],MYLAN INSTITUTIONAL INC.,[],"['0378-2246', '0378-2245']","['42292-044-03', '42292-043-03', '42292-044-01', '42292-043-01']",[],[],[],[],"['42292-044', '42292-043']",HUMAN PRESCRIPTION DRUG,['ORAL'],"['403878', '403879']",282386,282388,5E07FDDA-88A8-1B33-E053-2A91AA0A99A5,1DEBF3A0-7587-47D7-8EA6-E739698D7297,['IMATINIB MESYLATE'],['8A1O1M485B'],[]
3693,NDA205552,IMBRUVICA,IBRUTINIB,[True],PHARMACYCLICS LLC,"['N0000175605', 'N0000175076']",[],"['57962-140-09', '57962-140-12']",[],['Kinase Inhibitor [EPC]'],['Protein Kinase Inhibitors [MoA]'],[],['57962-140'],HUMAN PRESCRIPTION DRUG,['ORAL'],"['1442992', '1442986']",1442987,1442981,6A61E1FB-BC26-4893-9C0C-92388D0791F6,0DFD0279-FF17-4EA9-89BE-9803C71BAB44,['IBRUTINIB'],['1X70OSD4VX'],[]
1809,ANDA090577,IMIPENEM AND CILASTATIN,IMIPENEM AND CILASTATIN SODIUM,[True],"FRESENIUS KABI USA, LLC",[],[],"['63323-322-93', '63323-349-93']",[],[],[],[],"['63323-349', '63323-322']",HUMAN PRESCRIPTION DRUG,['INTRAVENOUS'],[],[],[],CE771566-C4F2-447E-944A-6B908925C90B,CE771566-C4F2-447E-944A-6B908925C90B,"['CILASTATIN SODIUM', 'IMIPENEM']","['71OTZ9ZE0A', '5428WXZ74M']",[]
410,NDA204684,IMPAVIDO,MILTEFOSINE,[True],PALADIN THERAPEUTICS INC.,['N0000190851'],[],['61744-050-01'],[],['Antileishmanial [EPC]'],[],[],['61744-050'],HUMAN PRESCRIPTION DRUG,['ORAL'],"['1494071', '1495070']",1495065,1494066,D6658AEB-7BC1-4EEF-AD0D-0A873DDBECF5,D6658AEB-7BC1-4EEF-AD0D-0A873DDBECF5,['MILTEFOSINE'],['53EY29W7EC'],[]
2851,NDA016324,IMURAN,AZATHIOPRINE,[True],PROMETHEUS LABORATORIES INC.,"['N0000175459', 'N0000008065', 'N0000175712', 'N0000000233']",[],['65483-590-10'],"['Nucleoside Analog [Chemical/Ingredient]', 'Purines [Chemical/Ingredient]']",['Purine Antimetabolite [EPC]'],['Nucleic Acid Synthesis Inhibitors [MoA]'],[],['65483-590'],HUMAN PRESCRIPTION DRUG,['ORAL'],"['105611', '197388']",202559,1256,52D9D9C5-CB11-4901-AB91-BC03805AF972,AAA6C540-4C84-48A0-939C-CD423134FA2A,['AZATHIOPRINE'],['MRK240IY2L'],['0365483590104']
5661,NDA205382,INCRUSE ELLIPTA,UMECLIDINIUM,[True],GLAXOSMITHKLINE LLC,[],[],"['0173-0873-10', '0173-0873-61', '0173-0873-06']",[],[],[],[],['0173-0873'],HUMAN PRESCRIPTION DRUG,['ORAL'],"['1539885', '1539251', '1596444', '1596445']",1539881,1487514,1B9451C9-5180-475E-ADD7-87294AD92252,DBB64747-1505-49D7-9A33-99DD402E96D3,['UMECLIDINIUM BROMIDE'],['7AN603V4JV'],[]
2081,NDA018553,INDERAL LA,PROPRANOLOL HYDROCHLORIDE,[True],"ANI PHARMACEUTICALS, INC.",[],[],"['62559-521-01', '62559-523-01', '62559-520-01', '62559-522-01']",[],[],[],[],"['62559-522', '62559-523', '62559-520', '62559-521']",HUMAN PRESCRIPTION DRUG,['ORAL'],"['856481', '856535', '856483', '856569', '856571', '856537', '856462', '856460']",151890,82084,35D28979-36B1-4630-B85E-A44E0A443734,35D28979-36B1-4630-B85E-A44E0A443734,['PROPRANOLOL HYDROCHLORIDE'],['F8A3652H1V'],['0362559522014']
2568,NDA021438,INDERAL XL,PROPRANOLOL HYDROCHLORIDE,[True],"MIST PHARMACEUTICALS, LLC",[],[],"['76299-422-77', '76299-422-88', '76299-422-85', '76299-420-88', '76299-420-77', '76299-420-85']",[],[],[],[],"['76299-420', '76299-422']",HUMAN PRESCRIPTION DRUG,['ORAL'],"['856571', '856569', '856462', '856460']",151890,82084,A6D8A7D9-FCE5-4352-9A66-792CBE8A6DE3,84050954-E94C-4D90-B3B3-6F47FD14E492,['PROPRANOLOL HYDROCHLORIDE'],['F8A3652H1V'],[]
4189,NDA018332,INDOCIN,INDOMETHACIN,[True],"IROKO PHARMACEUTICALS, LLC","['N0000000160', 'N0000175722', 'N0000175721']",[],"['42211-101-01', '42211-101-11']",['Nonsteroidal Anti-inflammatory Compounds [Chemical/Ingredient]'],['Nonsteroidal Anti-inflammatory Drug [EPC]'],['Cyclooxygenase Inhibitors [MoA]'],[],['42211-101'],HUMAN PRESCRIPTION DRUG,['ORAL'],"['310991', '206971']",203365,5781,FB061735-4609-4BDF-8C1C-A9669C3BCEB6,06DE3C9D-63BF-47C1-F78C-4FBDD482928A,['INDOMETHACIN'],['XXE1CET956'],[]
3424,ANDA079175,INDOMETHACIN ER,INDOMETHACIN,[],"APOTHECA, INC.","['N0000000160', 'N0000175722', 'N0000175721']","['0185-0720', '10702-016']","['12634-160-79', '12634-160-60', '12634-160-00', '12634-838-95', '12634-160-25', '12634-838-97', '12634-838-90', '12634-838-91', '12634-838-79', '12634-838-71', '12634-160-85', '12634-160-84', '12634-838-54', '12634-160-80', '12634-838-57', '12634-838-59', '12634-838-66', '12634-160-57', '12634-160-54', '12634-160-55', '12634-160-71', '12634-160-59', '12634-838-85', '12634-838-84', '12634-838-80', '12634-838-61', '12634-838-60', '12634-838-67', '12634-838-55', '12634-160-91', '12634-160-97', '12634-838-00', '12634-838-50']",['Nonsteroidal Anti-inflammatory Compounds [Chemical/Ingredient]'],['Nonsteroidal Anti-inflammatory Drug [EPC]'],['Cyclooxygenase Inhibitors [MoA]'],[],"['12634-838', '12634-160']",HUMAN PRESCRIPTION DRUG,['ORAL'],['310992'],203365,5781,543AA8E5-219E-41D8-8FFA-9AE1446D3391,6569DFD1-0164-4241-B508-CCD540D1E858,['INDOMETHACIN'],['XXE1CET956'],[]
1274,NDA020521,INFASURF,CALFACTANT,[True],"ONY, INC.","['N0000008294', 'N0000175778', 'N0000000079']",[],"['61938-456-03', '61938-456-06']",[],['Surfactant [EPC]'],['Surfactant Activity [MoA]'],['Alveolar Surface Tension Reduction [PE]'],['61938-456'],HUMAN PRESCRIPTION DRUG,['ENDOTRACHEAL'],"['994039', '259611']",232538,232539,D37C02FB-1BED-4400-92D2-50A67E539BEB,315C128A-272D-4C57-BFBE-1A8B3402AF08,['CALFACTANT'],['Q4K217VGA9'],[]
2396,NDA017441,INFED,IRON DEXTRAN,[True],"ALLERGAN, INC.",[],[],['0023-6082-10'],[],[],[],[],['0023-6082'],HUMAN PRESCRIPTION DRUG,"['INTRAMUSCULAR', 'INTRAVENOUS']","['206216', '311144']",217731,5992,0D86D9E3-022E-4D75-A80C-FC9CDD002E3C,94B01B1E-794B-4BEA-8E24-2E54683FC023,['IRON DEXTRAN'],['95HR524N2M'],[]
2985,NDA018565,INFUMORPH 200,MORPHINE SULFATE,[True],WEST-WARD PHARMACEUTICALS CORP.,[],[],"['0641-6040-01', '0641-6039-01']",[],[],[],[],"['0641-6040', '0641-6039']",HUMAN PRESCRIPTION DRUG,"['INTRATHECAL', 'EPIDURAL']","['892652', '1731999', '1731998', '1731522']",203358,30236,1657BD36-00A4-417A-AE7E-3406670B4A2E,DB9AC9E3-D761-4A99-9F34-4946EBE8F255,['MORPHINE SULFATE'],['X3P646A2J0'],[]
